text,airline_sentiment
 is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!,negative
" ... I want my bag off flight 1142, what do I do now?",negative
 thanks for causing us to miss our connection and now a 6hour delay flydeltanexttime,negative
 I do not see where it talks about military baggage fees. Can you please guide me. Thanks,neutral
 I hope you lose the next govt contract,negative
 lost my bags and there was a flight from Chi to Eri that landed over 1.5 hrs ago...yet still have zero updates?? UnitedAirlinesSux,negative
 i will just send my confirmation number when I get home safe and sound. This is why i pay so expensive services to you!,negative
 the bag is in a state that I didn't travel to and the airports don't fly to each other. Looks like it'll never show,negative
 ridiculous! I have to be refunded whenever I get at my final destination or not!,negative
 stay more than 24h traveling ans sleeping on the airports floor,negative
 seriously?   UA 806.  Delayed because of the copilot isn't here?  For 1.5 hours and he is only flying from Raleigh? Disappointing,negative
 seriously. This is just complete bs.,negative
", we've been waiting for over an hour for our luggage- what gives?",negative
 the costumer services here at Denver Intl Airport is ridiculous bad!,negative
 Lied to my face at the gate about upgrades. Thanks. badservice unitedsucks,negative
 I have proof that my situation now is due to company mistake,negative
 ouch not fair,negative
 is synonymous to with rude. And cheap. You really don't know how to value the customer,negative
 I have to go back home! I have to use what the company has available. But it's unfair to stay more than 24 h traveling,negative
 if I miss the Oscars I'll never fly united again,negative
 is the stingiest airline. Nobody should model after them. PTFO cheap bastards stingy,negative
" flight delayed...again...every time. ""Maintenance issues""",negative
 I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.,positive
 yes... A ride home would be perfect.. A fete one would assume possible after charging 1600$ for a domestic flight... Ps we deplaned,negative
 I'll be calling tomorrow,neutral
 and I was denied an upgrade because of catering issues??? poorservice,negative
--excited to barrel through the sky at 600mph on a 75 ton piece of metal operated by a company that can't get their tiny TVs to work!,negative
" heard about the voucher/miles credit for Cancelled Flighting my international flight yesterday, but I didn't get an email.",negative
", maybe don't play the video about how your flights are outfitted w wifi on the flights where wifi isn't working...✈️",negative
 on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,negative
...do you still have flat tire policy.  Shuttle broke down on way to ORD.  Will probably miss the 425pm to CLE...Help please!!,neutral
 thanks. Just was able to do it on the app myself. Still not customer service to be seen in YYZ,negative
" thx off the response, finally got through the 45 min wait and talked to someone.",positive
 so unhelpful... http://t.co/vBfIeo2qJC,negative
 I would take the $500 voucher you offered for MISCOUNTING THE  OF SEATS ON YOUR PLANE but that means I would have to fly you again,negative
 - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents  said their too busy. Not cool http://t.co/6KpyhckA9l,negative
  flying to las vegas out of Chicago flight is Late Flight and no announcement has been made,negative
 I believe. It was Cancelled Flighted yesterday I guess. Goes back to no notification from United about Cancelled Flightlation,negative
" - In case you're reading this, UA230, right now, 7D. So many oversized carryons taking up too much room. Enforce your rules.",negative
" is an airline where you pay extra to get a better seat but by the time you board your overbooked flight, there's no overhead space.",negative
" Okay, just requested to follow.",neutral
" Thx, just DM'd. Conf 's MQXC64 &amp; MPWNC2. Any help appreciated",positive
 make sure you take care of  team &amp;  team. We are 16-0!!!!,neutral
" Delayed 7 hrs flight 5721 PIT/IAD, finally board the plane, sit half hour &amp; crew is at their hrs limit &amp; we deplane. Unacceptable.",negative
 stuck in YYZ because staff took a break? Not happy 1K....,negative
 Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.,negative
 pls stop sending texts every 15mins saying my flight is delayed another 15mins-It's been 3hrs. I usually defend u but this is lame..,negative
" agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited",negative
" should hire extra customer service reps. 50 minute wait time to ask one question? I would rather just fly another airline, thanks.",negative
 united flight UA3774 after two delays just Cancelled Flightled no explanation &amp; no more flights to Norfolk that aren't booked. Renting a car.,negative
 I'll try it. Mileage programs have historically been a lifeline for us world-hungry travelers of moderate means.,negative
" any way you can help me find a flight to LAS? Stuck in DIA, sat on plane 2 hrs, now been waiting an hour for an update.",negative
 50 minute wait times to help with a Cancelled Flightled flight?? Help a guy out?,negative
 I was rebooked but had to take bus from Portland Maine to Boston. Told United does not cover the charge.,negative
 there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,neutral
 You were doing so well until the PHL-SFO flight yesterday. Major miss. Unfriendly Premier cabin crew. Baggage cluster at SFO.,negative
" Your baggage tracking system is worthless! It tells me nothing about where the bag is, much less what your plans are to get it to me",negative
 is offering to reroute my SFO flight to LAX. Might be geography class time.,negative
 thank you for letting me down.My luggage is still in Denver but I'm in Phl. neveragain flyingwithUS disappointed lostacustomer,negative
 can you get me on the delayed flight to EWR out of YYZ at 15:30? No customer service to be found in airport,negative
 flight UA3774 after two delays. just Cancelled Flightled and no more flights to Norfolk that aren't booked. Renting a car.,negative
" thanks for having no one to pilot my last two flights, and all but stranding me in Houston tonight.  Airlines are the absolute worst",negative
 so disgusted and disappointed with united airlines luggage policies and attitude toward musicians. Unacceptable,negative
" missing my amazing us bank work conference, not ok.  What do I do now?????",negative
" ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !",negative
 my last call your customer service agent called me back... As he was stuck on hold to air Canada.. Just hope he's booked me a flight,negative
 you left my bag in Houston last night. It's freezing cold in Memphis. Any idea on when I will see it? Off again tomorrow.,negative
 this is why I fly  ... Never have any issues,positive
 has terrible customer service &amp; doesn't feel the need to notify its customers when their flights are delayed,negative
" I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing.",negative
 great flight into PVD. Smallest plane I have ever been on and smoothest landing ever!,positive
 trying to check in for tomorrow's flight. website keeps timing out. what's up?,negative
" yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc",negative
" says we had a weather delay in YXE this morning. The ""weather"" didn't affect any other airline. UA6136 http://t.co/4JdvK8tCqx",negative
 Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral
" It was Cancelled Flightled, none of the passengers were notified. Complete violation of travelers' rights.  ",negative
 thanks for ruined my vacation for having poorly maintained aircrafts that can’t fly safely out of STT. UA1481 Cancelled Flightledflight,negative
 in fact he received my boarding pass,neutral
  he is traveling with me on a sep reservation number F3KxB8,neutral
“:That's not something we like to hear. Hopefully our staff can resolve &amp; have you on your way ASAP. ^ML”:3:15 &amp; still not resolved,negative
 You must follow me in order for me to send you a direct message if that is what you meant.,neutral
 I don't know what DM the confirmation number means.,neutral
" Waiting for 3494 EWR-ORD, delayed 47 mins. Might miss 5491 ORD-YWG at 6pm CT. Any room on 5644 ORD-YWG in case I miss connex?",negative
 What does DM the confirmation @ mean???,neutral
" - well, now finally on board hopefully we take off this time and quickly. Well over an hour delay!!",negative
 I missed my connection already. Then I missed the next flight they put me on.  Now I'm going to LAX instead of Hawaii.  :(,negative
 reservation was made last July. I want to know why I wasn't reseated. This only happens on international itineraries,negative
 line full of worried customers and guy at desk says so sorry you will have to take care of your problems Late Flightr I don't have time.,negative
" 

There must be 100 people waiting in line for customer service at DEN to deal with flight Cancelled Flightations.",negative
", American never had my bags apparently. United never switched them over. Had to go back to United Baggage Service.",negative
 unacceptable. 403 was 90 min Late Flight for a 'missing screw' our flight to Tucson left before we even landed,negative
" CMH gate staff a disaster..3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue bringbackrealstaff",negative
" Waiting half an hour for my checked bag at EWR (&amp; that was Priority); disappointing, usually you guys are good.",negative
 Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN,negative
" thank you for dishonoring my upgrade and putting me in a seat I didn't want, all while not even notifying me.  Great 1K service 👎",negative
 you guys are gay,negative
 the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday,negative
" - so they changed depart from 1:45 to 2:00pm &amp; it is now 1:40pm &amp; the Capt. just got off the plane to find a smoothie, 2pm my ass!!!",negative
" Thanks so much , my passport was recovered",positive
  Thanks for nothing! No Atlanta Lounge? Your Ap says NO. Sure nothing at Terminal T http://t.co/tFjfMSHa2k,negative
 no thank you,neutral
" - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??",negative
 it would make my day if I could take a flight on your airline without any hiccups on your end. Train your employees to communicate,negative
" a baby shit its pants half way through my flight and it smelled like shit, what are you going to do about this?",negative
" You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?",negative
 rescheduled my return flight from Japan?  Uh why?  Trying to call UnitedAirlines customerservice - 45 min wait.  fun,negative
 is by far the worst airline ever 😡😡,negative
", no. Re-booked with American and United said they'd transfer our bags to them.",negative
 I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.,negative
 I'm DMing my info and no is assisting. My flight home left before m first flight had even landed,negative
 Boston is all self service. Swipe yr own boarding pass at gate. Most difficult: Tag your own bag. Not easy! ImproveTheProcess,negative
 Name correct on original confirmation but spelled wrong on check-in reminder. First name and MI run together. Cause for concern?,neutral
 more people would catch their flights if your attendants had more help!,negative
" no consistency, Denver agents say no standby with checked baggage citing FAA. Your website policy says otherwise. time2switch",negative
Only 14 biz days (18 calendar) to respond to my inquiry  ?  I hope your standards are universally adopted :-/ BadCustomerService,negative
 Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. fail!,negative
 so many delays today...What's up with that? Hoping my 12:26pm flight boards soon. United premier1K,negative
" your website is fucked up. Now instead of a $416 flight I should’ve had yesterday, it’s $514 today. Thanks.",negative
 called back and I've been on hold. What is the issue?! I have a confirmation number and an email that shows how much I've paid,negative
" I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?",negative
 check in and it's still saying I haven't paid. I've called back twice was on hold for 30 minutes then they answered and hung up. I,negative
 hold for 30 minutes finally got someone and they retook my form of payment and confirmed that my reservation was set. I tried to,negative
" welcome to our world, that's a snow world today.  Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk",neutral
 I bought a ticket yesterday and received a confirmation. Tried to check in and they said I hadn't paid for it. So I called was on,negative
" delayed because of salt on the floor from previous passengers? The 180 of just just want to fly, don't care about our shoes. Ua649",negative
"  It's all about profit, and they don't really give a damn about paying customers!!!! greed",negative
 I unfortunately didn't get her name :( she was not nice!,negative
  what did you do with my seat. International connection. Seriously?,negative
 thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.,positive
 My bag is lost and I can't get ahold of anyone that can help,negative
 Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,negative
" When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""",negative
 your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!,positive
 never flying United again! Worst experience ever,negative
"   ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went.",negative
 tried that. Cannot figure out where to go to get it.,neutral
 cannot direct message you you do not follow us. I want my luggage.  Please hep,negative
 Did you get your 757 Model?,neutral
 flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.,negative
 we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service,negative
 direct messages not going through please help,negative
" why not charge for 2nd carryon instead of checked bag? Less jockeying for overhead space, happier passengers, more ontime departures",neutral
 Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,negative
 I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!,negative
   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a,negative
 will do. Just need to get CVG.... and my bag too. Thanks,positive
" read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium.",negative
 Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!,negative
 doesn't purchasing ticket with a united card give me priority boarding ?,neutral
" hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai",negative
 so what's the solution?,negative
 is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?,negative
 no. I need you to have more than 2 agents at check in.,negative
 so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter ,negative
" we got it, thanks.",positive
 The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..,negative
" This is probably the least dependable airline in the Western Hemisphere.  does not belong in Star Alliance, but SkyTeam",positive
 severely under staffed at Iah.,negative
 amazing hospitality and helpfulness from Anthony Lastella. Great staff 👏👏👏✈️ def flying united again.,positive
 this 2 hr delay is a vacation buzzkill,negative
" just touched down in Miami - not too far off , Nicely done united 👍",positive
 what's the status of flight 1008 Bogotá-Houston?,neutral
 really enjoying my Sunday on hold...over 1 hour. Perhaps a better client experience is needed. http://t.co/8VnCKgZxl1,negative
 Is a snowboard boot bag included in the standard checked baggage next to the snowboard bag?,neutral
" broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",negative
 I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues,negative
" it was very comfortable, now waiting for our luggage",positive
" getting ready to book a flight to San Juan. Was wondering, Does United waive baggage fees for military personnel. Thanks.",neutral
" once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming",negative
 thank you,positive
 finally got through and they were very helpful. Appreciate it!,positive
 pls follow for DM,neutral
" ah, that would explain why crew didn't seem particularly distressed when we pointed it out. It was a little startling at first.",neutral
 not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.,negative
 can you assign seats,neutral
“:  It looks like form the photo that something burst out of your luggage. Is this correct? ^JH” always blame the customer,negative
 not my luggage,negative
 it's boarding time for ua3882 but no crewe,negative
 just added one. Ty,neutral
 thanks for the effort. I can get the earliest. Though I will make a complaint for a refund as I am losing one business day tomorrow,positive
.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.,neutral
 no way one person is working entire security checkpoint in EWR 🆖,negative
 THANK YOU!,positive
 who authors this fiction? I just heard on radio we don't even have a jetway secured yet UA5037 CMH http://t.co/T78k7aBtWF,negative
 so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?,negative
 oh I did. Was still lost. Your tracking system stinks as does the delivery system.,negative
 feeling like a true united customer stuck.on the tarmac in dc for over 2 hrs. UNITEDFAIL,negative
 pls follow for DM.,neutral
 leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable,negative
 I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?,negative
 employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2,negative
 you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,negative
  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand,negative
 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. BadCustomerService,negative
 you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate,negative
" the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",negative
 DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.,negative
 worked out after all. Thanks for your immediate reply!!,positive
 two hour delay for a plane that was visible from the airport. So far terrible customer service. neveragain,negative
" It was 3387. But we helped you with the weight issue, took your vouchers, and hopped on a  flight instead. winwin",neutral
" as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together",negative
 last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!,negative
 this customer service experience will be tweeted for quality assurance.,negative
 you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!,negative
 can you put Russell Daiber (on same ticket) as well into premium Eco? Appreciated!,neutral
 can you get me to okc from Sacramento today. Dfw is now closed,neutral
 any chance you could help rebook?? My flight Cancelled Flightled,negative
" Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of ""pilots haven't arrived yet"" announcements.",neutral
 Yes. To Boston. I was going to Providence.,neutral
 you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws,negative
 how are conditions in BOS today? I'm in UA994. Everything appears to be in time but I wanted to check.,neutral
 same day flights,neutral
 It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr,negative
 give me a direct number I can call regarding my lost baggage immediately.,negative
 involuntarily bumped your passenger and can't guarantee them another flight for three days!,negative
 Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've,negative
" I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!",negative
". Our newest delay, right now http://t.co/96fTLZWtvO",negative
". If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats""",negative
 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad,negative
 is a joke.  Lots of angry people at IAH this AM.,negative
 I6EP18,neutral
 completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy),negative
" Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",negative
 DM'ed you,neutral
" Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back.",positive
 why de-ice before taxing? Maybe it makestoomuchsense ? shouldhaveflowndelta unitedsucks   ,neutral
 Flight 1547 CMH to ORD just arrived at gate. Next segment to YVR already boarding. Will they hold it?,neutral
" right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",negative
 two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight,negative
 Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. united1K,negative
" your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! ",negative
 I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.,negative
 thanks for leaving our 3 year old in his own row flight 360 LAX-IAD,positive
 I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time,negative
" 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here",negative
 thank you for fully boarding flight 1689 this morning before noticing we had no pilots. fail,negative
 the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm  doesn't get changed mid-travel,negative
 you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!,negative
 with about 25 people trying to get on flights,neutral
", more lies... http://t.co/BEqoTLNugc",negative
 they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,negative
 after 6 hour plus delay from WashingtonDC finally on flight to Edinburgh all very tired,negative
 thank you,positive
", I don't believe that you do.. http://t.co/7z3GqEBfK2",negative
 can you change DKYDE6 to 4583&gt;36 on 2/23 instead of 3636&gt;606&gt;36; original reservation was for 4404&gt;36 yesterday but was Cancelled Flightled.,neutral
" : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.unitedsucks",negative
 lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!,negative
 they let us board again but will we fly this time? Who knows! shouldhaveflowndelta,negative
 apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.,negative
 why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,negative
 fuck you for not caring 😢,negative
" its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up.",negative
 question. Are departure times based off eastern central time or the time zone your actually in?,neutral
Very quick! TY. :  I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH,positive
 if you lost my belongings then BE HONEST!,negative
 Back at the Denver airport and ready for round two today. Ready to get home!,negative
  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. UnitedHatesUsAll,negative
 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!,negative
  lost my luggage from ATL to  hdn luggage in denver and said  will deliver my luggage to HDN airport claim hdndl11785,negative
 If United loses your baggage they will get it to the airport in the country your in and then it disappears!,negative
" Was on NH10 on United ticket, rerouted to IAD due to weather in JFK. Can you get us home on United 5713 or 3277?",neutral
" Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but...",negative
 DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!,negative
 why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?,negative
 why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!,negative
" Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company shouldhaveflowndelta unitedsucks",negative
 I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!,negative
 I have never been mislead by a company as many times as I have this week by United Airlines!,negative
 I would never fly United Airlines again!,negative
 I am still in the airport waiting for my flight.,negative
 your airline has been telling me that my luggage is one hour away from my destination for 5 days!,negative
 now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow,negative
 just did! Thank you!,positive
 thank you!,positive
" Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" customer outrage http://t.co/KkwiwI97A4",negative
" did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers",negative
 - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!,negative
 we need a new flight to Tucson,neutral
 is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.,negative
", fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",negative
 Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello  http://t.co/HI76BOavXY,negative
 no HUMAN contact for 2 mths from  cust relations or refund dept. If ever a problem do u have humans I can talk to?,negative
 you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with ,negative
" I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day",negative
 I am - thank you!,positive
 flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491,negative
  after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.,negative
" no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool.",negative
 sister &amp; BIL stuck in Detroit desperately need to be in Florida flying w/  is there anything you can do?,neutral
 overbooked by FIFTY people?!? the worst.,negative
 On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,negative
 I would like to know what is the easiest way to get a refund.,negative
" help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?",negative
 The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here,negative
 I just sent to you.,neutral
" your service need work - check out this Bush airport ""customer service line"" last nt unitedagainstunited http://t.co/g00sAozgtv",negative
" you realize you've said this already. At least last time you asked if I needed ""help""",negative
 Thanks.    This one was delayed an hour and a half prior to scheduled departure.,negative
" Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp",negative
 lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold,negative
" A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting.",negative
 can you not get the first flight of the day off the ground on time?   1531.  Let's go.......,negative
 thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5,positive
 What does delayed due to Customer Service mean for UA761?,negative
 wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel,negative
 flight 1 no luck on standby,negative
" Do you have plans for an iPad app?  The iPhone app is great, but on the  iPad you have to flip the iPad.  Is there a beta? Tks.",neutral
" I tried.   We were hung up on, twice. After speaking with someone, then put on hold for 45 minutes.  No resolution.",neutral
" I'm not sure it will have ""next time""...",negative
 now the weight restriction? 'We'll try to get as many of you as we can on this plane',negative
" Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO",positive
 you a bish,negative
 Thanks!  Good to know.,neutral
 okay. Thanks.,neutral
 Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.,negative
" Seat 14A, Flight UA895",neutral
 is it on a flight now? Thanks for reply.,neutral
 is 4:30am and I am in the customer service line trying not to scream. epicfailunited,negative
 it can't be delivered. It has to be held there for me to cross the border to pick up. Please don't try to deliver.,neutral
 My bag reference ID number is IND43728M. Thanks for looking at it.,positive
 one lady helping the 12 of us with luggage,positive
 flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???,negative
 met with agent. All taken care of. Thx for reply,positive
  I still like you united airlines,positive
" 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one24h,missed meeting,7$ food voucher,hotel chkout12,flt5,no wifihotel",negative
" still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD",negative
" are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice",neutral
 you Cancelled Flightled my flight without notification?,negative
" since I have an international connection at 9am, I'm hoping for the same thing!",negative
 need help. Never got tickets. Conf ggqzqd,neutral
" some compensation (e.g. upgrade to higher class for my rescheduled flight to MUC today) will be appreciated, though ;)",neutral
 it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room,negative
  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?,negative
"Sorry, . I accidentally popuLate Flightd with you instead of . Can't wait 'til ""U"" are the only ""U"" in the sky. NewAmericanStinks",neutral
 you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?,negative
 where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M,negative
 I know that. Thanks for the standard reply.,negative
 you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you,negative
 This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.,negative
 thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW,positive
" hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports",negative
 no my concerns were not addressed,negative
 DUH and done. bag whereabouts unknown. Greeeaat,negative
" thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. unitedairlinessucks",negative
" oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA.",negative
  *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?,negative
Thanks  for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?,negative
 you hung up on me again.,negative
" your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!",negative
 it's disgusting and unconscionable the treatment I've received tonight.,negative
 of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!,negative
  Every time my united flight got delayed. this is a big frustration.,negative
 you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????,negative
". I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it.",negative
 and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best,negative
" is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,",negative
 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job,negative
 absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!,negative
 nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,negative
